// Initial random seed:
1699555758573

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
4143 823 162 15
4144 835 157 8
4145 831 166 3
4146 841 153 6
4147 831 161 8
4148 826 161 13
4149 814 178 8
4150 809 178 13
4151 802 187 11
4152 781 211 8
4153 792 191 17
4154 796 191 13
4155 803 185 12
4156 814 178 8
4157 816 176 8
4158 837 151 12
4159 829 165 6
4160 809 184 7
4161 812 172 16
4162 805 184 11
4163 809 180 11
4164 793 200 7
4165 797 193 10
4166 798 193 9
4167 793 193 14
4168 792 195 13
4169 785 201 14
4170 758 232 10
4171 786 203 11
4172 780 206 14
4173 806 182 12
4174 807 180 13
4175 803 182 15
4176 827 158 15
4177 817 178 5
4178 813 172 15
4179 796 191 13
4180 811 176 13
4181 804 190 6
4182 814 179 7
4183 818 166 16
4184 828 167 5
4185 844 147 9
4186 858 136 6
4187 864 133 3
4188 852 144 4
4189 834 159 7
4190 831 166 3
4191 814 179 7
4192 810 182 8
4193 804 186 10
4194 802 190 8
4195 807 185 8
4196 778 209 13
4197 785 199 16
4198 792 192 16
4199 799 194 7
4200 794 190 16
4201 810 180 10
4202 820 174 6
4203 807 186 7
4204 809 184 7
4205 799 191 10
4206 793 196 11
4207 787 203 10
4208 787 199 14
4209 746 239 15
4210 751 235 14
4211 776 208 16
4212 787 198 15
4213 806 186 8
4214 823 170 7
4215 795 189 16
4216 776 208 16
4217 743 246 11
4218 739 241 20
4219 758 226 16
4220 758 221 21
4221 761 221 18
4222 784 197 19
4223 760 231 9
4224 787 196 17
4225 787 200 13
4226 787 196 17
4227 794 190 16
4228 803 192 5
4229 823 167 10
4230 822 171 7
4231 845 146 9
4232 845 149 6
4233 821 175 4
4234 832 157 11
4235 828 164 8
4236 822 172 6
4237 827 167 6
4238 809 180 11
4239 821 164 15
4240 813 181 6
4241 839 156 5
4242 838 158 4
4243 840 153 7
4244 831 162 7
4245 823 170 7
4246 816 178 6
4247 813 178 9
4248 805 182 13
4249 806 185 9
4250 786 208 6
4251 792 199 9
4252 777 210 13
4253 780 205 15
4254 792 196 12
4255 808 183 9
4256 812 179 9
4257 803 185 12
4258 792 198 10
4259 780 209 11
4260 799 196 5
4261 787 205 8
4262 809 185 6
4263 802 188 10
4264 811 175 14
4265 809 184 7
4266 811 181 8
4267 817 175 8
4268 825 164 11
4269 799 191 10
4270 793 200 7
4271 807 183 10
4272 814 180 6
4273 814 176 10
4274 797 199 4
4275 810 175 15
4276 779 211 10
4277 780 207 13
4278 765 221 14
4279 738 244 18
4280 757 227 16
4281 741 241 18
4282 731 253 16
4283 710 266 24
4284 716 252 32
4285 709 271 20
4286 710 267 23
4287 713 268 19
4288 721 255 24
4289 714 269 17
4290 718 261 21
4291 706 271 23
4292 740 239 21
4293 756 225 19
4294 746 235 19
4295 775 207 18
4296 778 207 15
4297 787 200 13
4298 808 182 10
4299 810 178 12
4300 806 187 7
4301 778 212 10
4302 782 209 9
4303 792 188 20
4304 756 234 10
4305 746 237 17
4306 739 240 21
4307 734 245 21
4308 726 251 23
4309 704 279 17
4310 706 259 35
4311 719 258 23
4312 745 228 27
4313 726 257 17
4314 727 258 15
4315 741 244 15
4316 754 230 16
4317 735 239 26
4318 721 266 13
4319 769 217 14
4320 767 215 18
4321 762 228 10
4322 749 233 18
4323 752 234 14
4324 784 201 15
4325 768 219 13
4326 786 197 17
4327 769 216 15
4328 772 213 15
4329 783 206 11
4330 804 184 12
4331 804 187 9
4332 815 171 14
4333 809 170 21
4334 805 183 12
4335 804 185 11
4336 816 174 10
4337 832 161 7
4338 842 151 7
4339 831 164 5
4340 837 162 1
4341 827 163 10
4342 825 167 8
4343 827 163 10
4344 817 178 5
4345 811 179 10
4346 816 174 10
4347 804 187 9
4348 818 174 8
4349 823 166 11
4350 829 162 9
4351 847 142 11
4352 836 155 9
4353 826 165 9
4354 837 157 6
4355 838 157 5
4356 838 154 8
4357 853 140 7
4358 852 143 5
4359 861 133 6
4360 857 136 7
4361 847 149 4
4362 855 141 4
4363 854 144 2
4364 865 130 5
4365 870 124 6
4366 869 121 10
4367 884 109 7
4368 867 128 5
4369 881 115 4
4370 866 132 2
4371 847 146 7
4372 849 145 6
4373 847 146 7
4374 837 155 8
4375 829 161 10
4376 825 163 12
4377 825 166 9
4378 811 179 10
4379 805 188 7
4380 813 167 20
4381 804 179 17
4382 803 185 12
4383 785 203 12
4384 793 195 12
4385 778 208 14
4386 787 199 14
4387 792 193 15
4388 803 189 8
4389 809 182 9
4390 796 186 18
4391 805 184 11
4392 803 185 12
4393 797 193 10
4394 771 219 10
4395 769 218 13
4396 771 217 12
4397 791 196 13
4398 775 210 15
4399 762 223 15
4400 784 204 12
4401 782 214 4
4402 785 197 18
4403 762 225 13
4404 776 210 14
4405 782 201 17
4406 774 209 17
4407 807 177 16
4408 811 176 13
4409 822 172 6
4410 829 165 6
4411 867 127 6
4412 867 127 6
4413 875 119 6
4414 880 111 9
4415 875 123 2
4416 888 110 2
4417 895 104 1
4418 891 108 1
4419 891 104 5
4420 875 122 3
4421 879 118 3
4422 877 117 6
4423 876 124 0
4424 894 101 5
4425 899 96 5
4426 895 103 2
4427 898 101 1
4428 900 97 3
4429 915 83 2
4430 921 79 0
4431 919 80 1
4432 907 90 3
4433 913 85 2
4434 919 79 2
4435 907 92 1
4436 904 91 5
4437 913 85 2
4438 899 101 0
4439 906 93 1
4440 902 96 2
4441 895 103 2
4442 898 99 3
4443 899 98 3
4444 896 101 3
4445 881 116 3
4446 897 99 4
4447 903 95 2
4448 916 83 1
4449 910 89 1
4450 898 101 1
4451 912 85 3
4452 905 93 2
4453 911 88 1
4454 908 89 3
4455 895 101 4
4456 892 105 3
4457 883 114 3
4458 870 127 3
4459 871 126 3
4460 864 131 5
4461 854 143 3
4462 859 137 4
4463 858 135 7
4464 861 134 5
4465 845 152 3
4466 860 137 3
4467 857 137 6
4468 863 132 5
4469 879 120 1
4470 876 121 3
4471 888 107 5
4472 880 115 5
4473 874 123 3
4474 876 121 3
4475 877 120 3
4476 879 118 3
4477 874 122 4
4478 864 132 4
4479 868 127 5
4480 871 127 2
4481 876 121 3
4482 872 122 6
4483 881 112 7
4484 865 132 3
4485 864 130 6
4486 866 130 4
4487 878 118 4
4488 878 115 7
4489 874 123 3
4490 879 116 5
4491 884 113 3
4492 890 108 2
4493 895 103 2
4494 901 97 2
4495 901 96 3
4496 908 88 4
4497 899 96 5
4498 892 106 2
4499 899 98 3
4500 888 109 3
4501 892 106 2
4502 889 109 2
4503 881 117 2
4504 904 91 5
4505 903 96 1
4506 914 86 0
4507 933 66 1
4508 941 59 0
4509 943 55 2
4510 935 64 1
4511 926 72 2
4512 917 83 0
4513 901 98 1
4514 918 78 4
4515 920 79 1
4516 911 88 1
4517 914 83 3
4518 921 78 1
4519 921 78 1
4520 925 73 2
4521 920 78 2
4522 919 81 0
4523 931 67 2
4524 936 63 1
4525 932 66 2
4526 940 59 1
4527 938 61 1
4528 936 64 0
4529 921 78 1
4530 932 67 1
4531 931 67 2
4532 931 67 2
4533 930 67 3
4534 924 73 3
4535 917 83 0
4536 933 64 3
4537 915 85 0
4538 905 93 2
4539 899 99 2
4540 882 115 3
4541 876 121 3
4542 865 131 4
4543 854 144 2
4544 855 140 5
4545 857 138 5
4546 861 134 5
4547 852 137 11
4548 846 147 7
4549 846 149 5
4550 841 148 11
4551 857 136 7
4552 858 139 3
4553 854 142 4
4554 845 149 6
4555 848 148 4
4556 832 164 4
4557 837 153 10
4558 849 145 6
4559 857 138 5
4560 843 152 5
4561 861 135 4
4562 863 132 5
4563 874 122 4
4564 884 111 5
4565 886 108 6
4566 896 100 4
4567 895 103 2
4568 897 101 2
4569 909 90 1
4570 922 76 2
4571 921 77 2
4572 912 87 1
4573 910 88 2
4574 895 101 4
4575 892 106 2
4576 902 94 4
4577 890 105 5
4578 888 108 4
4579 887 109 4
4580 879 118 3
4581 879 120 1
4582 887 111 2
4583 893 106 1
4584 889 106 5
4585 896 100 4
4586 892 108 0
4587 904 94 2
4588 910 88 2
4589 913 85 2
4590 907 90 3
4591 894 104 2
4592 892 107 1
4593 899 98 3
4594 889 110 1
4595 888 109 3
4596 886 111 3
4597 888 109 3
4598 874 123 3
4599 868 129 3
4600 859 135 6
4601 881 117 2
4602 876 121 3
4603 885 109 6
4604 870 123 7
4605 857 136 7
4606 853 139 8
4607 853 139 8
4608 868 130 2
4609 865 130 5
4610 873 124 3
4611 884 112 4
4612 883 113 4
4613 897 100 3
4614 894 101 5
4615 888 106 6
4616 888 111 1
4617 881 118 1
4618 870 125 5
4619 878 118 4
4620 892 108 0
4621 880 117 3
4622 879 115 6
4623 890 102 8
4624 900 98 2
4625 891 107 2
4626 880 117 3
4627 865 132 3
4628 864 130 6
4629 872 122 6
4630 873 120 7
4631 873 118 9
4632 870 124 6
4633 881 114 5
4634 884 111 5
4635 878 119 3
4636 887 108 5
4637 912 86 2
4638 910 90 0
4639 911 87 2
4640 913 87 0
4641 907 93 0
4642 897 103 0
4643 897 102 1
4644 913 79 8
4645 901 95 4
4646 910 89 1
4647 909 89 2
4648 912 85 3
4649 928 70 2
4650 920 79 1
4651 922 78 0
4652 921 78 1
4653 927 70 3
4654 939 60 1
4655 935 63 2
4656 944 55 1
4657 933 67 0
4658 926 71 3
4659 922 77 1
4660 925 75 0
4661 934 65 1
4662 935 64 1
4663 934 64 2
4664 936 61 3
4665 939 60 1
4666 944 55 1
4667 936 64 0
4668 951 48 1
4669 948 52 0
4670 951 47 2
4671 942 57 1
4672 940 59 1
4673 946 54 0
4674 932 67 1
4675 937 62 1
4676 941 59 0
4677 941 59 0
4678 936 62 2
4679 943 54 3
4680 943 57 0
4681 937 62 1
4682 939 60 1
4683 946 53 1
4684 947 53 0
4685 944 54 2
4686 957 42 1
4687 956 43 1
4688 950 50 0
4689 947 52 1
4690 954 45 1
4691 959 41 0
4692 955 45 0
4693 943 56 1
4694 922 73 5
4695 934 65 1
4696 920 78 2
4697 906 93 1
4698 911 87 2
4699 932 67 1
4700 942 57 1
4701 934 64 2
4702 937 61 2
4703 953 47 0
4704 944 55 1
4705 941 59 0
4706 953 47 0
4707 949 51 0
4708 953 46 1
4709 959 41 0
4710 954 46 0
4711 960 40 0
4712 956 44 0
4713 961 39 0
4714 969 31 0
4715 966 34 0
4716 961 39 0
4717 973 27 0
4718 976 24 0
4719 985 15 0
4720 983 17 0
4721 985 15 0
4722 984 16 0
4723 986 14 0
4724 992 8 0
4725 993 7 0
4726 995 5 0
4727 993 7 0
4728 995 5 0
4729 993 7 0
4730 991 8 1
4731 985 15 0
4732 982 17 1
4733 981 19 0
4734 984 16 0
4735 983 17 0
4736 986 14 0
4737 984 16 0
4738 991 9 0
4739 992 8 0
4740 992 8 0
4741 989 11 0
4742 990 10 0
4743 988 12 0
4744 990 10 0
4745 989 11 0
4746 981 19 0
4747 986 14 0
4748 983 17 0
4749 982 18 0
4750 989 11 0
4751 980 20 0
4752 984 15 1
4753 980 20 0
4754 977 23 0
4755 983 16 1
4756 982 18 0
4757 985 15 0
4758 985 15 0
4759 985 15 0
4760 984 16 0
4761 988 12 0
4762 987 13 0
4763 987 13 0
4764 988 12 0
4765 991 8 1
4766 993 7 0
4767 994 6 0
4768 995 5 0
4769 993 7 0
4770 994 6 0
4771 993 7 0
4772 995 5 0
4773 997 3 0
4774 998 2 0
4775 998 2 0
4776 998 2 0
4777 999 1 0
4778 999 1 0
4779 1000 0 0
