// Initial random seed:
1792251981931

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
4598 799 189 12
4599 765 221 14
4600 780 211 9
4601 775 209 16
4602 789 193 18
4603 763 218 19
4604 751 236 13
4605 760 220 20
4606 757 226 17
4607 749 235 16
4608 751 238 11
4609 772 216 12
4610 778 204 18
4611 779 209 12
4612 757 219 24
4613 747 229 24
4614 728 242 30
4615 709 275 16
4616 730 239 31
4617 730 254 16
4618 737 242 21
4619 727 252 21
4620 740 235 25
4621 737 242 21
4622 722 259 19
4623 735 246 19
4624 760 218 22
4625 755 233 12
4626 760 220 20
4627 734 248 18
4628 743 234 23
4629 742 237 21
4630 736 247 17
4631 765 222 13
4632 771 213 16
4633 777 207 16
4634 767 217 16
4635 769 212 19
4636 765 216 19
4637 781 199 20
4638 773 215 12
4639 767 222 11
4640 764 218 18
4641 763 225 12
4642 749 230 21
4643 772 216 12
4644 768 217 15
4645 763 220 17
4646 757 226 17
4647 772 216 12
4648 784 204 12
4649 791 203 6
4650 791 190 19
4651 781 206 13
4652 797 195 8
4653 798 189 13
4654 806 180 14
4655 809 182 9
4656 791 202 7
4657 802 188 10
4658 819 170 11
4659 814 182 4
4660 830 163 7
4661 834 157 9
4662 830 160 10
4663 858 135 7
4664 860 133 7
4665 856 140 4
4666 850 141 9
4667 838 152 10
4668 825 164 11
4669 813 174 13
4670 815 172 13
4671 831 157 12
4672 829 160 11
4673 822 169 9
4674 826 162 12
4675 822 170 8
4676 826 164 10
4677 832 156 12
4678 819 171 10
4679 814 177 9
4680 804 183 13
4681 807 184 9
4682 787 198 15
4683 786 202 12
4684 798 180 22
4685 806 184 10
4686 824 172 4
4687 832 162 6
4688 840 153 7
4689 825 169 6
4690 846 145 9
4691 833 161 6
4692 827 168 5
4693 836 155 9
4694 829 164 7
4695 814 179 7
4696 814 179 7
4697 833 156 11
4698 834 160 6
4699 849 143 8
4700 845 151 4
4701 848 148 4
4702 868 124 8
4703 874 123 3
4704 858 136 6
4705 846 149 5
4706 844 147 9
4707 832 165 3
4708 834 160 6
4709 834 160 6
4710 832 161 7
4711 819 176 5
4712 821 166 13
4713 803 192 5
4714 823 171 6
4715 835 157 8
4716 837 156 7
4717 834 154 12
4718 839 152 9
4719 848 143 9
4720 829 166 5
4721 826 165 9
4722 853 138 9
4723 840 153 7
4724 832 159 9
4725 844 152 4
4726 860 135 5
4727 845 154 1
4728 855 135 10
4729 848 148 4
4730 844 148 8
4731 866 128 6
4732 867 126 7
4733 865 130 5
4734 873 120 7
4735 866 129 5
4736 868 123 9
4737 855 138 7
4738 841 152 7
4739 833 159 8
4740 832 162 6
4741 837 154 9
4742 819 174 7
4743 824 166 10
4744 821 170 9
4745 835 154 11
4746 836 159 5
4747 827 167 6
4748 816 174 10
4749 837 154 9
4750 854 139 7
4751 843 153 4
4752 844 150 6
4753 864 127 9
4754 864 132 4
4755 850 143 7
4756 851 140 9
4757 866 127 7
4758 858 134 8
4759 844 152 4
4760 842 150 8
4761 832 159 9
4762 832 158 10
4763 841 153 6
4764 854 142 4
4765 853 144 3
4766 853 145 2
4767 873 121 6
4768 854 140 6
4769 859 131 10
4770 845 149 6
4771 847 143 10
4772 842 150 8
4773 858 135 7
4774 876 116 8
4775 884 115 1
4776 893 104 3
4777 872 128 0
4778 881 117 2
4779 871 126 3
4780 873 118 9
4781 862 135 3
4782 857 142 1
4783 848 146 6
4784 841 156 3
4785 841 152 7
4786 798 189 13
4787 780 205 15
4788 785 204 11
4789 781 210 9
4790 792 193 15
4791 785 201 14
4792 765 220 15
4793 754 226 20
4794 741 236 23
4795 767 217 16
4796 755 226 19
4797 781 208 11
4798 788 202 10
4799 800 190 10
4800 833 162 5
4801 840 157 3
4802 855 138 7
4803 841 153 6
4804 859 136 5
4805 864 134 2
4806 862 134 4
4807 866 129 5
4808 883 111 6
4809 871 122 7
4810 854 141 5
4811 858 138 4
4812 842 152 6
4813 856 138 6
4814 854 137 9
4815 826 170 4
4816 794 191 15
4817 801 194 5
4818 799 187 14
4819 802 189 9
4820 783 206 11
4821 794 193 13
4822 811 180 9
4823 816 175 9
4824 814 177 9
4825 821 171 8
4826 812 177 11
4827 822 174 4
4828 829 161 10
4829 829 163 8
4830 848 141 11
4831 843 148 9
4832 833 159 8
4833 831 163 6
4834 854 136 10
4835 864 129 7
4836 855 140 5
4837 835 159 6
4838 844 148 8
4839 872 122 6
4840 882 114 4
4841 884 111 5
4842 880 117 3
4843 884 111 5
4844 873 122 5
4845 868 124 8
4846 890 105 5
4847 874 120 6
4848 887 111 2
4849 892 105 3
4850 899 101 0
4851 882 116 2
4852 874 123 3
4853 860 138 2
4854 896 100 4
4855 883 110 7
4856 879 118 3
4857 880 115 5
4858 869 129 2
4859 867 128 5
4860 874 121 5
4861 857 134 9
4862 875 119 6
4863 878 116 6
4864 867 131 2
4865 853 142 5
4866 835 161 4
4867 828 164 8
4868 842 154 4
4869 839 154 7
4870 855 137 8
4871 857 142 1
4872 858 139 3
4873 856 137 7
4874 833 163 4
4875 838 154 8
4876 844 149 7
4877 845 150 5
4878 852 145 3
4879 849 146 5
4880 838 158 4
4881 849 140 11
4882 827 164 9
4883 804 188 8
4884 827 160 13
4885 816 178 6
4886 807 180 13
4887 794 197 9
4888 782 205 13
4889 765 222 13
4890 785 199 16
4891 817 174 9
4892 814 178 8
4893 814 179 7
4894 805 189 6
4895 814 180 6
4896 817 176 7
4897 819 174 7
4898 816 175 9
4899 811 180 9
4900 825 161 14
4901 812 177 11
4902 807 181 12
4903 818 176 6
4904 854 138 8
4905 859 134 7
4906 853 143 4
4907 860 132 8
4908 869 127 4
4909 858 137 5
4910 857 139 4
4911 864 132 4
4912 866 124 10
4913 860 134 6
4914 865 127 8
4915 851 144 5
4916 855 138 7
4917 859 133 8
4918 861 133 6
4919 864 131 5
4920 882 117 1
4921 882 113 5
4922 875 120 5
4923 865 132 3
4924 873 123 4
4925 883 116 1
4926 906 91 3
4927 908 92 0
4928 906 89 5
4929 893 103 4
4930 891 108 1
4931 916 83 1
4932 906 92 2
4933 888 111 1
4934 888 108 4
4935 898 99 3
4936 892 108 0
4937 895 102 3
4938 894 103 3
4939 885 113 2
4940 894 105 1
4941 888 110 2
4942 896 97 7
4943 890 105 5
4944 879 119 2
4945 854 141 5
4946 857 139 4
4947 875 125 0
4948 869 127 4
4949 878 121 1
4950 881 113 6
4951 886 109 5
4952 888 106 6
4953 884 112 4
4954 883 116 1
4955 886 110 4
4956 888 108 4
4957 879 118 3
4958 880 117 3
4959 874 123 3
4960 884 113 3
4961 895 104 1
4962 886 114 0
4963 891 104 5
4964 879 114 7
4965 866 127 7
4966 855 138 7
4967 849 144 7
4968 853 139 8
4969 865 128 7
4970 860 132 8
4971 858 138 4
4972 833 160 7
4973 839 153 8
4974 838 155 7
4975 833 159 8
4976 829 160 11
4977 832 161 7
4978 822 166 12
4979 793 201 6
4980 814 177 9
4981 822 168 10
4982 810 178 12
4983 826 163 11
4984 815 179 6
4985 788 202 10
4986 782 202 16
4987 806 181 13
4988 792 200 8
4989 789 201 10
4990 779 203 18
4991 772 214 14
4992 781 207 12
4993 800 182 18
4994 787 198 15
4995 770 217 13
4996 761 228 11
4997 768 223 9
4998 763 228 9
4999 777 210 13
5000 782 210 8
5001 769 220 11
5002 762 229 9
5003 777 204 19
5004 786 204 10
5005 790 195 15
5006 788 190 22
5007 800 190 10
5008 795 196 9
5009 819 168 13
5010 820 167 13
5011 803 184 13
5012 806 186 8
5013 825 169 6
5014 818 179 3
5015 809 184 7
5016 798 192 10
5017 799 186 15
5018 801 181 18
5019 795 190 15
5020 784 204 12
5021 798 189 13
5022 797 193 10
5023 793 195 12
5024 789 204 7
5025 778 204 18
5026 776 210 14
5027 761 227 12
5028 764 220 16
5029 756 234 10
5030 778 210 12
5031 772 222 6
5032 787 201 12
5033 782 199 19
5034 795 196 9
5035 815 176 9
5036 840 153 7
5037 860 134 6
5038 865 129 6
5039 852 139 9
5040 845 148 7
5041 834 153 13
5042 832 167 1
5043 835 161 4
5044 849 147 4
5045 837 152 11
5046 833 155 12
5047 826 168 6
5048 825 170 5
5049 836 157 7
5050 851 143 6
5051 847 150 3
5052 847 149 4
5053 838 154 8
5054 830 160 10
5055 834 157 9
5056 831 165 4
5057 842 153 5
5058 848 145 7
5059 853 143 4
5060 839 155 6
5061 844 151 5
5062 851 143 6
5063 853 143 4
5064 862 133 5
5065 851 145 4
5066 874 124 2
5067 870 125 5
5068 870 126 4
5069 873 126 1
5070 871 122 7
5071 877 122 1
5072 881 117 2
5073 876 123 1
5074 895 101 4
5075 902 94 4
5076 896 100 4
5077 899 100 1
5078 889 107 4
5079 890 105 5
5080 865 130 5
5081 862 134 4
5082 857 134 9
5083 832 164 4
5084 832 160 8
5085 831 159 10
5086 800 188 12
5087 789 200 11
5088 808 182 10
5089 827 169 4
5090 854 137 9
5091 834 164 2
5092 832 165 3
5093 835 153 12
5094 841 153 6
5095 844 146 10
5096 843 149 8
5097 838 150 12
5098 843 153 4
5099 846 152 2
5100 841 151 8
5101 839 153 8
5102 839 151 10
5103 840 154 6
5104 830 157 13
5105 829 164 7
5106 817 173 10
5107 818 176 6
5108 817 174 9
5109 812 177 11
5110 806 179 15
5111 803 187 10
5112 791 197 12
5113 787 199 14
5114 792 196 12
5115 842 151 7
5116 838 152 10
5117 837 153 10
5118 829 167 4
5119 835 159 6
5120 822 173 5
5121 825 170 5
5122 826 168 6
5123 831 162 7
5124 813 176 11
5125 825 165 10
5126 817 173 10
5127 801 186 13
5128 784 209 7
5129 785 204 11
5130 790 196 14
5131 791 198 11
5132 791 196 13
5133 811 180 9
5134 801 192 7
5135 808 184 8
5136 802 188 10
5137 802 185 13
5138 777 215 8
5139 773 214 13
5140 776 212 12
5141 785 205 10
5142 789 202 9
5143 781 205 14
5144 786 200 14
5145 811 179 10
5146 831 161 8
5147 818 175 7
5148 819 175 6
5149 816 171 13
5150 792 199 9
5151 801 190 9
5152 814 176 10
5153 817 173 10
5154 821 166 13
5155 809 182 9
5156 805 189 6
5157 814 177 9
5158 813 176 11
5159 805 185 10
5160 785 206 9
5161 804 177 19
5162 809 179 12
5163 817 176 7
5164 808 184 8
5165 825 165 10
5166 830 164 6
5167 838 154 8
5168 864 132 4
5169 878 118 4
5170 861 136 3
5171 872 121 7
5172 856 142 2
5173 854 142 4
5174 853 140 7
5175 837 156 7
5176 840 153 7
5177 823 173 4
5178 839 149 12
5179 825 167 8
5180 815 179 6
5181 803 186 11
5182 800 191 9
5183 791 202 7
5184 792 199 9
5185 816 177 7
5186 808 178 14
5187 811 182 7
5188 808 182 10
5189 802 189 9
5190 822 172 6
5191 834 159 7
5192 828 165 7
5193 843 151 6
5194 835 157 8
5195 833 162 5
5196 821 175 4
5197 818 173 9
5198 808 182 10
5199 816 177 7
5200 829 165 6
5201 825 166 9
5202 828 168 4
5203 835 153 12
5204 820 175 5
5205 843 152 5
5206 846 145 9
5207 837 154 9
5208 836 155 9
5209 829 162 9
5210 843 149 8
5211 867 129 4
5212 851 142 7
5213 854 142 4
5214 844 149 7
5215 835 160 5
5216 861 134 5
5217 880 117 3
5218 893 102 5
5219 894 104 2
5220 883 112 5
5221 876 122 2
5222 862 134 4
5223 863 127 10
5224 871 121 8
5225 863 129 8
5226 851 143 6
5227 831 163 6
5228 807 188 5
5229 808 185 7
5230 785 201 14
5231 784 203 13
5232 807 179 14
5233 807 177 16
5234 817 174 9
5235 842 155 3
5236 848 138 14
5237 861 134 5
5238 845 150 5
5239 832 162 6
5240 850 143 7
5241 851 138 11
5242 848 146 6
5243 849 143 8
5244 860 132 8
5245 875 121 4
5246 871 123 6
5247 851 143 6
5248 861 135 4
5249 860 136 4
5250 854 140 6
5251 832 159 9
5252 847 144 9
5253 843 147 10
5254 829 164 7
5255 818 178 4
5256 817 175 8
5257 817 173 10
5258 816 176 8
5259 795 195 10
5260 788 200 12
5261 796 193 11
5262 796 185 19
5263 807 182 11
5264 785 201 14
5265 784 203 13
5266 788 198 14
5267 789 196 15
5268 785 201 14
5269 799 192 9
5270 793 194 13
5271 792 201 7
5272 808 182 10
5273 814 176 10
5274 841 153 6
5275 837 155 8
5276 821 175 4
5277 816 179 5
5278 815 177 8
5279 811 181 8
5280 806 186 8
5281 816 173 11
5282 804 188 8
5283 803 189 8
5284 804 189 7
5285 811 181 8
5286 808 186 6
5287 793 193 14
5288 799 192 9
5289 805 187 8
5290 797 191 12
5291 792 194 14
5292 829 159 12
5293 812 179 9
5294 800 187 13
5295 814 173 13
5296 809 183 8
5297 810 181 9
5298 825 164 11
5299 825 165 10
5300 831 164 5
5301 828 164 8
5302 830 165 5
5303 842 153 5
5304 838 153 9
5305 869 123 8
5306 874 121 5
5307 865 132 3
5308 854 140 6
5309 877 119 4
5310 872 122 6
5311 849 147 4
5312 849 145 6
5313 846 149 5
5314 854 140 6
5315 847 144 9
5316 834 161 5
5317 832 164 4
5318 829 162 9
5319 822 171 7
5320 819 175 6
5321 819 172 9
5322 843 149 8
5323 843 147 10
5324 841 151 8
5325 864 129 7
5326 871 123 6
5327 887 108 5
5328 879 112 9
5329 868 128 4
5330 862 130 8
5331 866 131 3
5332 860 134 6
5333 847 148 5
5334 829 162 9
5335 847 145 8
5336 845 149 6
5337 844 147 9
5338 854 134 12
5339 850 143 7
5340 841 154 5
5341 839 156 5
5342 836 158 6
5343 856 134 10
5344 861 130 9
5345 848 145 7
5346 846 148 6
5347 848 140 12
5348 842 154 4
5349 840 153 7
5350 821 170 9
5351 832 158 10
5352 847 147 6
5353 840 151 9
5354 843 151 6
5355 839 150 11
5356 835 160 5
5357 842 147 11
5358 841 154 5
5359 838 152 10
5360 829 165 6
5361 837 155 8
5362 842 154 4
5363 842 151 7
5364 833 157 10
5365 826 170 4
5366 829 166 5
5367 828 168 4
5368 841 148 11
5369 860 134 6
5370 836 161 3
5371 832 160 8
5372 840 155 5
5373 867 128 5
5374 842 157 1
5375 838 156 6
5376 846 145 9
5377 853 137 10
5378 843 152 5
5379 844 145 11
5380 828 164 8
5381 839 155 6
5382 838 158 4
5383 830 166 4
5384 865 126 9
5385 865 129 6
5386 864 130 6
5387 875 122 3
5388 868 131 1
5389 861 133 6
5390 839 155 6
5391 845 143 12
5392 835 155 10
5393 838 152 10
5394 824 172 4
5395 822 172 6
5396 848 144 8
5397 842 153 5
5398 836 155 9
5399 821 172 7
5400 806 180 14
5401 798 197 5
5402 811 180 9
5403 829 159 12
5404 835 152 13
5405 816 177 7
5406 830 160 10
5407 831 158 11
5408 831 165 4
5409 835 160 5
5410 818 177 5
5411 830 163 7
5412 841 152 7
5413 835 161 4
5414 845 150 5
5415 846 152 2
5416 858 136 6
5417 861 132 7
5418 863 132 5
5419 858 138 4
5420 866 130 4
5421 871 123 6
5422 860 136 4
5423 882 114 4
5424 851 145 4
5425 847 144 9
5426 857 134 9
5427 856 139 5
5428 861 134 5
5429 858 134 8
5430 876 120 4
5431 863 133 4
5432 860 136 4
5433 871 122 7
5434 865 133 2
5435 852 136 12
5436 845 146 9
5437 843 150 7
5438 834 162 4
5439 838 154 8
5440 845 147 8
5441 837 152 11
5442 846 148 6
5443 862 131 7
5444 849 144 7
5445 852 141 7
5446 825 168 7
5447 817 175 8
5448 808 179 13
5449 783 207 10
5450 782 207 11
5451 770 218 12
5452 777 208 15
5453 780 209 11
5454 765 224 11
5455 750 233 17
5456 754 227 19
5457 754 229 17
5458 763 225 12
5459 772 211 17
5460 784 206 10
5461 798 187 15
5462 802 189 9
5463 849 147 4
5464 847 148 5
5465 849 144 7
5466 850 145 5
5467 849 146 5
5468 842 150 8
5469 827 165 8
5470 836 158 6
5471 842 149 9
5472 839 152 9
5473 829 163 8
5474 828 162 10
5475 813 183 4
5476 839 149 12
5477 846 151 3
5478 850 142 8
5479 856 136 8
5480 829 160 11
5481 829 161 10
5482 819 173 8
5483 846 149 5
5484 845 152 3
5485 834 155 11
5486 846 144 10
5487 851 145 4
5488 836 157 7
5489 860 134 6
5490 859 138 3
5491 862 131 7
5492 872 127 1
5493 867 130 3
5494 867 130 3
5495 871 124 5
5496 861 133 6
5497 868 127 5
5498 864 133 3
5499 870 124 6
5500 871 124 5
5501 849 144 7
5502 858 140 2
5503 888 108 4
5504 893 106 1
5505 904 94 2
5506 897 100 3
5507 906 92 2
5508 906 91 3
5509 925 74 1
5510 922 77 1
5511 921 78 1
5512 930 69 1
5513 928 68 4
5514 929 71 0
5515 930 68 2
5516 948 52 0
5517 964 35 1
5518 965 35 0
5519 966 34 0
5520 973 25 2
5521 970 30 0
5522 972 27 1
5523 954 46 0
