// Initial random seed:
1792191966284

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
4143 769 221 10
4144 792 192 16
4145 774 214 12
4146 772 215 13
4147 758 226 16
4148 744 238 18
4149 728 249 23
4150 735 254 11
4151 709 271 20
4152 720 263 17
4153 703 271 26
4154 691 285 24
4155 680 292 28
4156 654 316 30
4157 681 282 37
4158 690 279 31
4159 692 272 36
4160 697 278 25
4161 709 261 30
4162 690 286 24
4163 688 286 26
4164 695 269 36
4165 674 291 35
4166 673 309 18
4167 703 264 33
4168 683 294 23
4169 716 253 31
4170 714 257 29
4171 713 268 19
4172 737 239 24
4173 707 264 29
4174 691 270 39
4175 696 275 29
4176 660 308 32
4177 678 285 37
4178 677 284 39
4179 661 310 29
4180 666 300 34
4181 677 290 33
4182 664 296 40
4183 655 308 37
4184 636 329 35
4185 637 329 34
4186 634 320 46
4187 632 329 39
4188 633 312 55
4189 619 344 37
4190 621 331 48
4191 601 349 50
4192 602 360 38
4193 585 373 42
4194 586 352 62
4195 595 363 42
4196 588 350 62
4197 579 360 61
4198 640 323 37
4199 650 307 43
4200 671 281 48
4201 668 301 31
4202 679 283 38
4203 681 277 42
4204 687 273 40
4205 679 295 26
4206 671 302 27
4207 671 299 30
4208 648 316 36
4209 650 307 43
4210 661 312 27
4211 668 308 24
4212 688 272 40
4213 708 261 31
4214 681 293 26
4215 715 253 32
4216 724 257 19
4217 696 277 27
4218 696 279 25
4219 692 287 21
4220 698 276 26
4221 669 298 33
4222 683 289 28
4223 672 305 23
4224 680 288 32
4225 680 289 31
4226 666 296 38
4227 644 324 32
4228 619 340 41
4229 615 336 49
4230 632 322 46
4231 641 331 28
4232 650 316 34
4233 629 327 44
4234 621 327 52
4235 607 342 51
4236 604 336 60
4237 576 374 50
4238 593 349 58
4239 593 342 65
4240 600 351 49
4241 583 347 70
4242 595 343 62
4243 581 370 49
4244 595 355 50
4245 591 357 52
4246 628 329 43
4247 606 344 50
4248 579 371 50
4249 586 358 56
4250 580 371 49
4251 592 351 57
4252 580 370 50
4253 577 371 52
4254 564 373 63
4255 544 395 61
4256 548 389 63
4257 541 392 67
4258 555 380 65
4259 562 369 69
4260 578 367 55
4261 565 360 75
4262 563 362 75
4263 564 375 61
4264 552 388 60
4265 561 365 74
4266 526 396 78
4267 518 412 70
4268 523 400 77
4269 499 430 71
4270 482 427 91
4271 462 456 82
4272 478 423 99
4273 488 421 91
4274 500 414 86
4275 494 420 86
4276 492 418 90
4277 521 401 78
4278 525 416 59
4279 541 389 70
4280 544 386 70
4281 522 403 75
4282 534 407 59
4283 538 398 64
4284 519 404 77
4285 535 387 78
4286 525 393 82
4287 520 404 76
4288 512 412 76
4289 499 423 78
4290 488 431 81
4291 522 407 71
4292 522 402 76
4293 506 411 83
4294 505 412 83
4295 488 437 75
4296 492 414 94
4297 455 446 99
4298 464 434 102
4299 472 433 95
4300 456 455 89
4301 476 422 102
4302 479 427 94
4303 471 433 96
4304 505 387 108
4305 498 404 98
4306 498 406 96
4307 483 412 105
4308 463 459 78
4309 458 436 106
4310 434 470 96
4311 446 443 111
4312 455 426 119
4313 461 437 102
4314 446 445 109
4315 444 449 107
4316 453 441 106
4317 436 459 105
4318 443 456 101
4319 457 427 116
4320 433 451 116
4321 441 463 96
4322 456 424 120
4323 455 461 84
4324 471 441 88
4325 480 431 89
4326 488 407 105
4327 492 432 76
4328 508 402 90
4329 547 380 73
4330 567 385 48
4331 556 388 56
4332 537 405 58
4333 538 392 70
4334 553 379 68
4335 566 374 60
4336 566 376 58
4337 560 375 65
4338 540 388 72
4339 563 377 60
4340 531 397 72
4341 531 401 68
4342 541 396 63
4343 577 356 67
4344 557 384 59
4345 543 387 70
4346 529 398 73
4347 528 407 65
4348 551 386 63
4349 548 368 84
4350 567 371 62
4351 559 391 50
4352 581 344 75
4353 567 374 59
4354 593 346 61
4355 577 371 52
4356 580 366 54
4357 610 343 47
4358 611 350 39
4359 615 345 40
4360 629 328 43
4361 614 344 42
4362 603 342 55
4363 579 373 48
4364 589 352 59
4365 605 351 44
4366 599 345 56
4367 573 367 60
4368 586 362 52
4369 567 376 57
4370 543 381 76
4371 524 407 69
4372 534 393 73
4373 546 388 66
4374 541 386 73
4375 548 386 66
4376 543 383 74
4377 518 405 77
4378 508 410 82
4379 496 420 84
4380 510 400 90
4381 511 402 87
4382 515 402 83
4383 501 423 76
4384 490 428 82
4385 504 412 84
4386 505 409 86
4387 482 443 75
4388 486 415 99
4389 501 413 86
4390 479 442 79
4391 468 446 86
4392 503 419 78
4393 516 404 80
4394 535 380 85
4395 533 393 74
4396 511 395 94
4397 479 432 89
4398 470 435 95
4399 475 423 102
4400 502 406 92
4401 513 404 83
4402 509 406 85
4403 509 416 75
4404 534 381 85
4405 498 428 74
4406 502 430 68
4407 515 416 69
4408 533 397 70
4409 514 416 70
4410 547 387 66
4411 543 385 72
4412 536 398 66
4413 540 400 60
4414 553 371 76
4415 527 400 73
4416 512 404 84
4417 536 390 74
4418 527 398 75
4419 517 398 85
4420 514 414 72
4421 535 381 84
4422 530 389 81
4423 548 381 71
4424 543 380 77
4425 523 407 70
4426 535 402 63
4427 549 379 72
4428 555 382 63
4429 520 402 78
4430 513 389 98
4431 486 420 94
4432 496 401 103
4433 473 436 91
4434 468 439 93
4435 505 413 82
4436 508 401 91
4437 490 424 86
4438 492 409 99
4439 464 437 99
4440 456 447 97
4441 489 411 100
4442 495 419 86
4443 526 388 86
4444 496 416 88
4445 478 431 91
4446 482 421 97
4447 480 413 107
4448 478 429 93
4449 474 430 96
4450 495 415 90
4451 478 440 82
4452 477 434 89
4453 470 435 95
4454 454 460 86
4455 458 425 117
4456 465 434 101
4457 472 436 92
4458 492 420 88
4459 517 387 96
4460 504 419 77
4461 505 407 88
4462 547 362 91
4463 525 395 80
4464 511 417 72
4465 532 395 73
4466 545 382 73
4467 544 382 74
4468 529 400 71
4469 502 433 65
4470 487 433 80
4471 519 397 84
4472 505 416 79
4473 506 414 80
4474 498 424 78
4475 489 420 91
4476 473 427 100
4477 459 471 70
4478 515 406 79
4479 535 391 74
4480 532 400 68
4481 519 411 70
4482 531 391 78
4483 520 401 79
4484 511 401 88
4485 498 409 93
4486 496 402 102
4487 497 417 86
4488 516 383 101
4489 486 415 99
4490 467 448 85
4491 472 426 102
4492 462 427 111
4493 462 429 109
4494 467 439 94
4495 479 428 93
4496 485 442 73
4497 454 457 89
4498 436 453 111
4499 407 476 117
4500 422 462 116
4501 420 445 135
4502 427 434 139
4503 421 441 138
4504 411 458 131
4505 395 477 128
4506 408 467 125
4507 409 482 109
4508 370 486 144
4509 370 474 156
4510 332 509 159
4511 345 485 170
4512 348 481 171
4513 331 487 182
4514 344 470 186
4515 328 495 177
4516 327 496 177
4517 316 511 173
4518 346 468 186
4519 371 461 168
4520 369 475 156
4521 395 450 155
4522 378 475 147
4523 395 476 129
4524 419 457 124
4525 413 455 132
4526 443 432 125
4527 421 472 107
4528 426 471 103
4529 441 455 104
4530 482 409 109
4531 471 428 101
4532 498 394 108
4533 495 416 89
4534 486 409 105
4535 488 429 83
4536 486 436 78
4537 477 410 113
4538 477 433 90
4539 492 422 86
4540 513 397 90
4541 522 392 86
4542 537 381 82
4543 536 378 86
4544 520 405 75
4545 511 407 82
4546 511 412 77
4547 522 400 78
4548 536 388 76
4549 524 404 72
4550 531 397 72
4551 523 404 73
4552 581 359 60
4553 606 337 57
4554 625 329 46
4555 637 327 36
4556 658 297 45
4557 646 322 32
4558 647 308 45
4559 642 316 42
4560 639 325 36
4561 649 322 29
4562 626 341 33
4563 642 316 42
4564 655 302 43
4565 637 325 38
4566 629 319 52
4567 602 331 67
4568 635 315 50
4569 604 354 42
4570 625 334 41
4571 642 321 37
4572 638 323 39
4573 654 305 41
4574 644 310 46
4575 651 304 45
4576 642 319 39
4577 615 350 35
4578 624 333 43
4579 611 342 47
4580 626 327 47
4581 602 357 41
4582 601 348 51
4583 582 374 44
4584 619 339 42
4585 629 330 41
4586 646 314 40
4587 628 344 28
4588 616 350 34
4589 639 319 42
4590 640 320 40
4591 628 326 46
4592 662 290 48
4593 657 300 43
4594 657 309 34
4595 648 309 43
4596 628 343 29
4597 641 313 46
4598 624 341 35
4599 643 313 44
4600 615 346 39
4601 628 322 50
4602 621 326 53
4603 603 360 37
4604 609 339 52
4605 597 349 54
4606 585 360 55
4607 582 358 60
4608 578 357 65
4609 588 359 53
4610 583 368 49
4611 579 371 50
4612 575 371 54
4613 579 367 54
4614 562 377 61
4615 536 392 72
4616 542 386 72
4617 520 418 62
4618 538 385 77
4619 535 397 68
4620 560 382 58
4621 587 354 59
4622 573 372 55
4623 577 369 54
4624 580 368 52
4625 582 352 66
4626 588 365 47
4627 582 355 63
4628 591 348 61
4629 584 365 51
4630 591 353 56
4631 605 336 59
4632 623 342 35
4633 627 336 37
4634 631 336 33
4635 625 347 28
4636 619 335 46
4637 650 304 46
4638 631 320 49
4639 637 311 52
4640 634 315 51
4641 624 332 44
4642 605 343 52
4643 604 336 60
4644 593 349 58
4645 598 343 59
4646 586 373 41
4647 579 366 55
4648 576 382 42
4649 579 367 54
4650 576 377 47
4651 552 391 57
4652 554 376 70
4653 558 373 69
4654 545 388 67
4655 552 380 68
4656 548 364 88
4657 552 372 76
4658 525 404 71
4659 524 399 77
4660 501 408 91
4661 500 436 64
4662 524 405 71
4663 510 412 78
4664 502 416 82
4665 515 398 87
4666 510 411 79
4667 538 387 75
4668 563 365 72
4669 558 379 63
4670 547 395 58
4671 588 347 65
4672 579 352 69
4673 581 362 57
4674 603 342 55
4675 600 348 52
4676 571 372 57
4677 602 351 47
4678 635 324 41
4679 655 298 47
4680 637 312 51
4681 638 316 46
4682 606 350 44
4683 623 324 53
4684 624 348 28
4685 621 331 48
4686 610 351 39
4687 599 357 44
4688 619 329 52
4689 621 332 47
4690 608 338 54
4691 618 325 57
4692 588 352 60
4693 594 362 44
4694 584 361 55
4695 566 387 47
4696 539 397 64
4697 567 373 60
4698 562 369 69
4699 549 401 50
4700 587 352 61
4701 590 356 54
4702 600 349 51
4703 600 350 50
4704 607 337 56
4705 611 341 48
4706 624 329 47
4707 640 320 40
4708 616 333 51
4709 619 331 50
4710 622 343 35
4711 644 314 42
4712 635 326 39
4713 596 354 50
4714 606 351 43
4715 617 336 47
4716 620 328 52
4717 620 333 47
4718 614 342 44
4719 617 343 40
4720 605 344 51
4721 628 332 40
4722 620 341 39
4723 616 331 53
4724 608 342 50
4725 613 341 46
4726 613 348 39
4727 610 350 40
4728 632 327 41
4729 643 330 27
4730 637 324 39
4731 640 321 39
4732 631 332 37
4733 627 338 35
4734 624 332 44
4735 608 342 50
4736 613 330 57
4737 590 369 41
4738 578 362 60
4739 600 345 55
4740 595 355 50
4741 601 352 47
4742 592 339 69
4743 604 346 50
4744 599 353 48
4745 602 342 56
4746 593 359 48
4747 602 351 47
4748 631 328 41
4749 626 333 41
4750 623 334 43
4751 647 321 32
4752 663 311 26
4753 663 306 31
4754 670 298 32
4755 638 329 33
4756 664 301 35
4757 677 291 32
4758 667 304 29
4759 676 283 41
4760 665 303 32
4761 661 301 38
4762 654 299 47
4763 639 323 38
4764 616 333 51
4765 620 333 47
4766 599 348 53
4767 585 361 54
4768 598 355 47
4769 602 344 54
4770 602 348 50
4771 592 351 57
4772 574 369 57
4773 576 367 57
4774 579 364 57
4775 594 357 49
4776 594 352 54
4777 621 328 51
4778 604 344 52
4779 580 366 54
4780 595 342 63
4781 603 334 63
4782 584 364 52
4783 588 361 51
4784 641 299 60
4785 625 334 41
4786 636 338 26
4787 660 290 50
4788 674 283 43
4789 653 313 34
4790 632 329 39
4791 622 348 30
4792 652 309 39
4793 648 318 34
4794 660 305 35
4795 659 304 37
4796 691 274 35
4797 672 297 31
4798 669 302 29
4799 671 280 49
4800 635 326 39
4801 624 328 48
4802 603 351 46
4803 609 346 45
4804 630 323 47
4805 615 335 50
4806 624 331 45
4807 603 349 48
4808 595 356 49
4809 586 358 56
4810 569 356 75
4811 561 372 67
4812 549 382 69
4813 551 390 59
4814 552 383 65
4815 582 358 60
4816 579 368 53
4817 582 365 53
4818 600 351 49
4819 606 351 43
4820 638 310 52
4821 619 345 36
4822 626 329 45
4823 639 321 40
4824 641 320 39
4825 661 291 48
4826 641 308 51
4827 648 311 41
4828 641 308 51
4829 639 321 40
4830 622 339 39
4831 636 317 47
4832 644 330 26
4833 645 315 40
4834 640 330 30
4835 654 307 39
4836 675 285 40
4837 685 285 30
4838 697 274 29
4839 684 287 29
4840 679 294 27
4841 682 281 37
4842 653 316 31
4843 672 298 30
4844 675 292 33
4845 683 291 26
4846 660 300 40
4847 637 330 33
4848 636 320 44
4849 635 321 44
4850 607 362 31
4851 611 336 53
4852 614 344 42
4853 606 354 40
4854 579 365 56
4855 574 350 76
4856 598 345 57
4857 601 343 56
4858 616 326 58
4859 611 333 56
4860 614 337 49
4861 593 351 56
4862 573 369 58
4863 575 366 59
4864 584 355 61
4865 609 337 54
4866 592 356 52
4867 597 346 57
4868 575 352 73
4869 568 364 68
4870 550 373 77
4871 542 394 64
4872 554 373 73
4873 571 366 63
4874 570 354 76
4875 555 378 67
4876 541 401 58
4877 554 364 82
4878 519 414 67
4879 507 421 72
4880 523 379 98
4881 494 423 83
4882 494 406 100
4883 494 422 84
4884 498 384 118
4885 514 380 106
4886 517 401 82
4887 529 378 93
4888 509 397 94
4889 511 417 72
4890 538 390 72
4891 522 410 68
4892 580 352 68
4893 542 393 65
4894 547 363 90
4895 541 377 82
4896 538 393 69
4897 537 383 80
4898 538 402 60
4899 560 387 53
4900 581 363 56
4901 591 362 47
4902 597 337 66
4903 581 371 48
4904 584 364 52
4905 588 355 57
4906 595 365 40
4907 598 354 48
4908 591 361 48
4909 622 332 46
4910 627 330 43
4911 664 290 46
4912 659 314 27
4913 646 316 38
4914 634 327 39
4915 633 322 45
4916 629 335 36
4917 648 306 46
4918 612 338 50
4919 607 345 48
4920 617 340 43
4921 614 340 46
4922 583 376 41
4923 572 366 62
4924 579 364 57
4925 598 349 53
4926 587 348 65
4927 580 369 51
4928 610 338 52
4929 615 337 48
4930 634 328 38
4931 621 336 43
4932 640 312 48
4933 672 299 29
4934 679 290 31
4935 661 303 36
4936 635 324 41
4937 652 301 47
4938 627 335 38
4939 634 325 41
4940 641 312 47
4941 622 334 44
4942 611 342 47
4943 605 353 42
4944 645 310 45
4945 626 329 45
4946 621 347 32
4947 598 348 54
4948 607 345 48
4949 578 349 73
4950 548 388 64
4951 551 379 70
4952 534 407 59
4953 512 409 79
4954 498 416 86
4955 499 418 83
4956 502 422 76
4957 525 408 67
4958 538 405 57
4959 560 382 58
4960 580 359 61
4961 591 345 64
4962 587 358 55
4963 575 374 51
4964 566 385 49
4965 554 371 75
4966 578 357 65
4967 558 386 56
4968 547 401 52
4969 560 371 69
4970 562 366 72
4971 529 403 68
4972 541 386 73
4973 531 397 72
4974 533 393 74
4975 557 383 60
4976 586 354 60
4977 585 355 60
4978 579 370 51
4979 598 350 52
4980 608 347 45
4981 594 358 48
4982 616 328 56
4983 619 333 48
4984 620 339 41
4985 582 359 59
4986 586 358 56
4987 591 358 51
4988 596 357 47
4989 607 339 54
4990 605 352 43
4991 608 354 38
4992 614 341 45
4993 599 351 50
4994 588 363 49
4995 575 370 55
4996 592 338 70
4997 543 379 78
4998 530 391 79
4999 522 398 80
5000 523 392 85
5001 550 378 72
5002 579 354 67
5003 566 382 52
5004 553 386 61
5005 524 416 60
5006 529 402 69
5007 516 402 82
5008 511 427 62
5009 545 384 71
5010 565 372 63
5011 560 370 70
5012 556 388 56
5013 557 383 60
5014 565 366 69
5015 563 379 58
5016 563 370 67
5017 584 373 43
5018 593 343 64
5019 600 358 42
5020 600 326 74
5021 596 358 46
5022 596 360 44
5023 578 368 54
5024 579 354 67
5025 609 329 62
5026 586 360 54
5027 581 360 59
5028 559 384 57
5029 571 363 66
5030 546 388 66
5031 529 403 68
5032 554 378 68
5033 557 375 68
5034 555 374 71
5035 555 380 65
5036 545 389 66
5037 552 389 59
5038 573 357 70
5039 586 353 61
5040 561 369 70
5041 576 364 60
5042 536 395 69
5043 533 399 68
5044 538 387 75
5045 520 398 82
5046 511 402 87
5047 520 393 87
5048 526 395 79
5049 545 395 60
5050 581 361 58
5051 607 342 51
5052 606 342 52
5053 613 335 52
5054 603 344 53
5055 592 372 36
5056 621 316 63
5057 629 331 40
5058 610 354 36
5059 613 339 48
5060 657 302 41
5061 647 321 32
5062 653 317 30
5063 623 332 45
5064 618 337 45
5065 617 344 39
5066 641 317 42
5067 637 326 37
5068 622 336 42
5069 590 363 47
5070 590 354 56
5071 595 352 53
5072 577 371 52
5073 576 365 59
5074 576 373 51
5075 599 347 54
5076 616 342 42
5077 591 352 57
5078 583 362 55
5079 593 350 57
5080 572 374 54
5081 578 365 57
5082 595 358 47
5083 603 348 49
5084 640 320 40
5085 609 355 36
5086 632 324 44
5087 636 323 41
5088 628 334 38
5089 611 342 47
5090 616 354 30
5091 630 333 37
5092 637 328 35
5093 638 322 40
5094 659 299 42
5095 670 299 31
5096 680 287 33
5097 664 305 31
5098 660 311 29
5099 645 303 52
5100 637 309 54
5101 630 320 50
5102 623 329 48
5103 639 317 44
5104 634 327 39
5105 647 311 42
5106 647 316 37
5107 625 333 42
5108 618 348 34
5109 632 328 40
5110 633 330 37
5111 633 325 42
5112 643 313 44
5113 600 357 43
5114 592 370 38
5115 609 340 51
5116 612 348 40
5117 599 353 48
5118 624 337 39
5119 621 326 53
5120 625 332 43
5121 621 329 50
5122 621 337 42
5123 634 318 48
5124 659 297 44
5125 660 297 43
5126 653 312 35
5127 671 296 33
5128 648 316 36
5129 661 304 35
5130 637 330 33
5131 650 317 33
5132 654 314 32
5133 665 298 37
5134 659 306 35
5135 672 293 35
5136 652 312 36
5137 647 319 34
5138 681 287 32
5139 673 289 38
5140 648 322 30
5141 649 299 52
5142 624 341 35
5143 643 316 41
5144 659 307 34
5145 620 338 42
5146 627 323 50
5147 610 348 42
5148 605 348 47
5149 575 370 55
5150 586 371 43
5151 614 328 58
5152 638 317 45
5153 635 330 35
5154 638 317 45
5155 622 326 52
5156 613 337 50
5157 607 341 52
5158 566 383 51
5159 584 357 59
5160 566 370 64
5161 593 355 52
5162 604 355 41
5163 594 351 55
5164 589 348 63
5165 575 369 56
5166 567 369 64
5167 582 359 59
5168 582 374 44
5169 599 346 55
5170 612 347 41
5171 632 313 55
5172 622 339 39
5173 644 323 33
5174 665 294 41
5175 639 318 43
5176 640 325 35
5177 649 312 39
5178 649 322 29
5179 640 318 42
5180 640 323 37
5181 613 347 40
5182 640 323 37
5183 656 296 48
5184 664 289 47
5185 639 324 37
5186 602 354 44
5187 635 326 39
5188 647 317 36
5189 665 304 31
5190 659 313 28
5191 667 302 31
5192 664 303 33
5193 670 305 25
5194 686 286 28
5195 691 274 35
5196 679 299 22
5197 682 289 29
5198 691 275 34
5199 671 291 38
5200 672 296 32
5201 671 294 35
5202 663 301 36
5203 660 297 43
5204 659 310 31
5205 685 269 46
5206 679 295 26
5207 674 296 30
5208 684 281 35
5209 706 266 28
5210 682 290 28
5211 658 313 29
5212 647 315 38
5213 655 315 30
5214 656 302 42
5215 649 303 48
5216 626 333 41
5217 659 306 35
5218 638 331 31
5219 655 299 46
5220 616 342 42
5221 614 330 56
5222 599 342 59
5223 599 346 55
5224 579 359 62
5225 578 366 56
5226 566 370 64
5227 572 363 65
5228 573 362 65
5229 568 373 59
5230 539 392 69
5231 515 408 77
5232 513 394 93
5233 507 420 73
5234 530 368 102
5235 487 432 81
5236 494 422 84
5237 507 402 91
5238 491 432 77
5239 493 426 81
5240 497 406 97
5241 523 381 96
5242 476 446 78
5243 496 413 91
5244 486 416 98
5245 470 431 99
5246 479 434 87
5247 471 437 92
5248 507 399 94
5249 497 425 78
5250 494 417 89
5251 535 395 70
5252 538 394 68
5253 530 398 72
5254 522 404 74
5255 527 399 74
5256 507 422 71
5257 547 382 71
5258 558 388 54
5259 577 372 51
5260 581 363 56
5261 615 350 35
5262 641 325 34
5263 637 325 38
5264 630 335 35
5265 627 334 39
5266 630 330 40
5267 626 333 41
5268 623 331 46
5269 626 333 41
5270 596 358 46
5271 596 353 51
5272 607 332 61
5273 612 338 50
5274 593 375 32
5275 629 325 46
5276 632 327 41
5277 633 323 44
5278 638 319 43
5279 629 326 45
5280 604 353 43
5281 605 351 44
5282 594 359 47
5283 597 345 58
5284 595 343 62
5285 587 355 58
5286 588 353 59
5287 628 305 67
5288 602 355 43
5289 598 354 48
5290 616 336 48
5291 602 358 40
5292 608 339 53
5293 593 355 52
5294 619 338 43
5295 595 358 47
5296 590 351 59
5297 579 367 54
5298 598 358 44
5299 602 340 58
5300 606 343 51
5301 579 372 49
5302 574 374 52
5303 573 378 49
5304 602 346 52
5305 611 335 54
5306 620 330 50
5307 607 338 55
5308 591 354 55
5309 595 355 50
5310 622 337 41
5311 635 320 45
5312 632 325 43
5313 640 329 31
5314 623 338 39
5315 625 331 44
5316 640 313 47
5317 661 296 43
5318 674 291 35
5319 668 304 28
5320 659 308 33
5321 658 299 43
5322 669 299 32
5323 644 316 40
5324 660 312 28
5325 636 333 31
5326 650 306 44
5327 618 342 40
5328 636 321 43
5329 605 357 38
5330 586 374 40
5331 588 367 45
5332 592 355 53
5333 573 375 52
5334 578 365 57
5335 589 368 43
5336 601 342 57
5337 575 374 51
5338 597 343 60
5339 599 339 62
5340 589 353 58
5341 569 382 49
5342 586 351 63
5343 589 356 55
5344 592 371 37
5345 623 338 39
5346 651 308 41
5347 669 297 34
5348 669 304 27
5349 671 291 38
5350 660 309 31
5351 673 308 19
5352 697 271 32
5353 667 302 31
5354 678 289 33
5355 702 270 28
5356 695 280 25
5357 717 253 30
5358 750 233 17
5359 754 224 22
5360 734 242 24
5361 736 243 21
5362 741 235 24
5363 766 219 15
5364 784 201 15
5365 800 188 12
5366 808 181 11
5367 802 183 15
5368 796 193 11
5369 793 196 11
5370 818 171 11
5371 798 190 12
5372 785 196 19
5373 770 215 15
5374 769 219 12
5375 763 223 14
5376 770 210 20
5377 755 234 11
5378 779 204 17
5379 765 219 16
5380 765 223 12
5381 754 229 17
5382 758 222 20
5383 747 230 23
5384 743 227 30
5385 735 243 22
5386 714 267 19
5387 701 275 24
5388 711 263 26
5389 714 261 25
5390 734 234 32
5391 721 256 23
5392 702 278 20
5393 714 261 25
5394 714 256 30
5395 692 282 26
5396 709 266 25
5397 722 251 27
5398 744 235 21
5399 717 262 21
5400 712 265 23
5401 729 244 27
5402 713 256 31
5403 703 269 28
5404 704 268 28
5405 712 269 19
5406 717 261 22
5407 728 249 23
5408 732 245 23
5409 738 245 17
5410 736 239 25
5411 746 238 16
5412 720 266 14
5413 712 269 19
5414 690 283 27
5415 690 285 25
5416 707 270 23
5417 725 253 22
5418 721 263 16
5419 730 241 29
5420 726 244 30
5421 724 258 18
5422 712 261 27
5423 698 276 26
5424 709 263 28
5425 700 284 16
5426 710 266 24
5427 724 256 20
5428 730 245 25
5429 723 259 18
5430 736 246 18
5431 726 247 27
5432 708 264 28
5433 690 276 34
5434 698 279 23
5435 714 264 22
5436 712 263 25
5437 720 255 25
5438 736 236 28
5439 719 262 19
5440 721 260 19
5441 720 257 23
5442 722 253 25
5443 743 231 26
5444 737 247 16
5445 728 248 24
5446 746 238 16
5447 743 232 25
5448 757 227 16
5449 750 235 15
5450 751 227 22
5451 771 213 16
5452 769 222 9
5453 759 222 19
5454 765 214 21
5455 771 218 11
5456 784 207 9
5457 782 203 15
5458 778 203 19
5459 764 220 16
5460 760 218 22
5461 754 226 20
5462 765 217 18
5463 755 236 9
5464 774 206 20
5465 779 213 8
5466 800 186 14
5467 792 199 9
5468 811 173 16
5469 810 179 11
5470 810 179 11
5471 811 180 9
5472 829 158 13
5473 846 147 7
5474 861 136 3
5475 855 138 7
5476 872 123 5
5477 858 133 9
5478 847 150 3
5479 843 151 6
5480 852 143 5
5481 829 164 7
5482 831 162 7
5483 835 156 9
5484 814 177 9
5485 832 162 6
5486 829 162 9
5487 836 157 7
5488 823 166 11
5489 819 172 9
5490 823 168 9
5491 814 177 9
5492 807 181 12
5493 801 192 7
5494 809 180 11
5495 814 171 15
5496 824 167 9
5497 822 174 4
5498 818 171 11
5499 819 171 10
5500 811 182 7
5501 810 185 5
5502 807 187 6
5503 790 198 12
5504 801 186 13
5505 804 187 9
5506 806 188 6
5507 832 157 11
5508 839 156 5
5509 846 150 4
5510 831 167 2
5511 821 170 9
5512 812 183 5
5513 815 176 9
5514 819 178 3
5515 818 170 12
5516 797 194 9
5517 796 199 5
5518 801 187 12
5519 800 185 15
5520 810 181 9
5521 796 196 8
5522 781 201 18
5523 792 195 13
