// Initial random seed:
1673952108495

// RunInitializeCallbacks():
initializeMutationRate(1e-07);
initializeMutationType(0, 0.5, "f", 0);
4598 800 188 12
4599 793 185 22
4600 784 200 16
4601 765 218 17
4602 778 212 10
4603 787 202 11
4604 793 196 11
4605 799 188 13
4606 785 204 11
4607 799 183 18
4608 775 215 10
4609 777 211 12
4610 777 207 16
4611 779 207 14
4612 757 229 14
4613 757 224 19
4614 772 209 19
4615 793 193 14
4616 776 210 14
4617 768 216 16
4618 741 242 17
4619 754 226 20
4620 756 227 17
4621 777 203 20
4622 756 236 8
4623 790 195 15
4624 804 179 17
4625 778 211 11
4626 809 182 9
4627 809 185 6
4628 825 168 7
4629 842 152 6
4630 866 129 5
4631 873 122 5
4632 892 105 3
4633 876 118 6
4634 864 129 7
4635 854 141 5
4636 827 170 3
4637 821 174 5
4638 829 170 1
4639 833 159 8
4640 818 176 6
4641 809 180 11
4642 805 184 11
4643 805 186 9
4644 804 181 15
4645 812 175 13
4646 815 177 8
4647 820 170 10
4648 821 172 7
4649 827 164 9
4650 857 137 6
4651 838 155 7
4652 851 143 6
4653 829 164 7
4654 822 169 9
4655 831 164 5
4656 825 169 6
4657 846 149 5
4658 828 163 9
4659 848 148 4
4660 843 154 3
4661 833 155 12
4662 807 183 10
4663 825 167 8
4664 826 164 10
4665 807 187 6
4666 823 172 5
4667 832 163 5
4668 822 172 6
4669 804 184 12
4670 803 183 14
4671 809 182 9
4672 817 171 12
4673 817 175 8
4674 801 192 7
4675 818 178 4
4676 822 173 5
4677 840 156 4
4678 830 166 4
4679 830 165 5
4680 820 174 6
4681 823 165 12
4682 815 177 8
4683 810 177 13
4684 794 196 10
4685 802 190 8
4686 804 185 11
4687 810 178 12
4688 798 190 12
4689 793 197 10
4690 801 190 9
4691 821 170 9
4692 837 159 4
4693 831 159 10
4694 842 149 9
4695 837 154 9
4696 841 150 9
4697 824 164 12
4698 811 179 10
4699 801 188 11
4700 801 190 9
4701 791 203 6
4702 797 199 4
4703 813 178 9
4704 811 180 9
4705 818 171 11
4706 800 187 13
4707 811 174 15
4708 808 176 16
4709 797 190 13
4710 771 219 10
4711 775 214 11
4712 759 220 21
4713 772 218 10
4714 781 204 15
4715 785 206 9
4716 816 173 11
4717 822 167 11
4718 833 157 10
4719 834 156 10
4720 838 157 5
4721 839 155 6
4722 831 165 4
4723 836 158 6
4724 836 157 7
4725 851 145 4
4726 856 138 6
4727 857 138 5
4728 842 149 9
4729 851 143 6
4730 850 145 5
4731 855 140 5
4732 862 131 7
4733 868 128 4
4734 859 129 12
4735 858 136 6
4736 854 142 4
4737 854 143 3
4738 840 153 7
4739 846 147 7
4740 851 144 5
4741 869 126 5
4742 865 128 7
4743 867 126 7
4744 862 132 6
4745 847 149 4
4746 843 148 9
4747 859 135 6
4748 845 148 7
4749 847 144 9
4750 850 142 8
4751 862 132 6
4752 856 137 7
4753 855 140 5
4754 850 145 5
4755 858 137 5
4756 870 125 5
4757 867 127 6
4758 886 111 3
4759 889 110 1
4760 891 108 1
4761 892 104 4
4762 891 102 7
4763 880 118 2
4764 887 112 1
4765 890 108 2
4766 905 90 5
4767 911 84 5
4768 907 88 5
4769 906 90 4
4770 915 82 3
4771 911 86 3
4772 911 89 0
4773 928 70 2
4774 923 74 3
4775 918 82 0
4776 907 89 4
4777 912 86 2
4778 919 80 1
4779 928 71 1
4780 925 71 4
4781 911 88 1
4782 913 85 2
4783 920 78 2
4784 907 93 0
4785 903 95 2
4786 894 103 3
4787 889 107 4
4788 893 99 8
4789 872 126 2
4790 890 108 2
4791 887 110 3
4792 893 104 3
4793 879 120 1
4794 870 127 3
4795 885 113 2
4796 870 126 4
4797 855 139 6
4798 862 131 7
4799 869 124 7
4800 873 124 3
4801 867 127 6
4802 857 136 7
4803 848 146 6
4804 851 141 8
4805 840 152 8
4806 825 172 3
4807 809 180 11
4808 820 170 10
4809 804 183 13
4810 807 183 10
4811 810 176 14
4812 806 188 6
4813 829 163 8
4814 844 153 3
4815 854 143 3
4816 846 150 4
4817 852 144 4
4818 842 154 4
4819 862 127 11
4820 830 160 10
4821 832 161 7
4822 829 164 7
4823 833 163 4
4824 841 153 6
4825 851 139 10
4826 840 154 6
4827 830 168 2
4828 823 167 10
4829 821 172 7
4830 835 155 10
4831 841 153 6
4832 830 164 6
4833 839 154 7
4834 851 145 4
4835 858 140 2
4836 861 135 4
4837 853 139 8
4838 860 131 9
4839 873 118 9
4840 875 123 2
4841 859 140 1
4842 851 144 5
4843 855 140 5
4844 878 114 8
4845 844 149 7
4846 841 152 7
4847 841 151 8
4848 853 142 5
4849 838 157 5
4850 832 162 6
4851 827 162 11
4852 821 173 6
4853 809 173 18
4854 799 193 8
4855 795 191 14
4856 777 199 24
4857 789 199 12
4858 787 207 6
4859 792 201 7
4860 811 176 13
4861 812 180 8
4862 799 191 10
4863 803 188 9
4864 822 168 10
4865 850 146 4
4866 849 146 5
4867 852 143 5
4868 848 147 5
4869 863 134 3
4870 861 135 4
4871 851 146 3
4872 850 145 5
4873 843 149 8
4874 837 153 10
4875 823 171 6
4876 808 184 8
4877 830 168 2
4878 841 152 7
4879 834 163 3
4880 845 147 8
4881 835 159 6
4882 844 151 5
4883 858 134 8
4884 855 141 4
4885 852 140 8
4886 861 133 6
4887 855 140 5
4888 849 140 11
4889 877 118 5
4890 890 106 4
4891 892 107 1
4892 884 114 2
4893 882 114 4
4894 877 121 2
4895 886 111 3
4896 886 111 3
4897 868 126 6
4898 872 122 6
4899 871 123 6
4900 861 134 5
4901 846 150 4
4902 860 134 6
4903 863 131 6
4904 874 120 6
4905 856 140 4
4906 849 144 7
4907 841 150 9
4908 846 144 10
4909 835 157 8
4910 815 174 11
4911 820 173 7
4912 831 161 8
4913 825 166 9
4914 801 189 10
4915 811 180 9
4916 801 192 7
4917 782 211 7
4918 777 211 12
4919 778 203 19
4920 789 196 15
4921 773 217 10
4922 775 212 13
4923 776 205 19
4924 803 184 13
4925 794 190 16
4926 809 180 11
4927 788 195 17
4928 785 202 13
4929 779 206 15
4930 778 210 12
4931 768 212 20
4932 763 221 16
4933 782 204 14
4934 777 212 11
4935 796 193 11
4936 793 197 10
4937 811 182 7
4938 832 160 8
4939 837 154 9
4940 852 141 7
4941 867 124 9
4942 857 139 4
4943 846 147 7
4944 834 157 9
4945 808 187 5
4946 815 177 8
4947 817 170 13
4948 787 201 12
4949 793 194 13
4950 775 217 8
4951 786 208 6
4952 812 180 8
4953 800 188 12
4954 795 193 12
4955 817 172 11
4956 819 174 7
4957 826 167 7
4958 826 167 7
4959 822 168 10
4960 822 171 7
4961 843 147 10
4962 852 144 4
4963 866 130 4
4964 882 113 5
4965 875 117 8
4966 862 133 5
4967 852 144 4
4968 859 139 2
4969 883 114 3
4970 876 119 5
4971 874 122 4
4972 855 137 8
4973 852 144 4
4974 852 142 6
4975 852 143 5
4976 854 141 5
4977 839 158 3
4978 839 154 7
4979 829 159 12
4980 821 171 8
4981 820 172 8
4982 826 167 7
4983 837 153 10
4984 821 167 12
4985 817 172 11
4986 802 187 11
4987 818 176 6
4988 830 164 6
4989 823 171 6
4990 830 161 9
4991 834 160 6
4992 839 155 6
4993 827 167 6
4994 832 155 13
4995 838 156 6
4996 833 160 7
4997 817 177 6
4998 831 165 4
4999 831 159 10
5000 826 166 8
5001 835 150 15
5002 827 164 9
5003 815 175 10
5004 830 163 7
5005 829 164 7
5006 821 168 11
5007 829 164 7
5008 838 156 6
5009 822 164 14
5010 799 185 16
5011 807 185 8
5012 822 172 6
5013 815 175 10
5014 807 183 10
5015 818 171 11
5016 826 162 12
5017 797 190 13
5018 800 190 10
5019 807 183 10
5020 821 167 12
5021 815 174 11
5022 832 161 7
5023 843 151 6
5024 855 134 11
5025 844 152 4
5026 841 154 5
5027 841 155 4
5028 860 132 8
5029 875 119 6
5030 873 123 4
5031 870 126 4
5032 858 140 2
5033 864 129 7
5034 870 126 4
5035 872 123 5
5036 877 122 1
5037 872 119 9
5038 872 123 5
5039 858 134 8
5040 862 129 9
5041 858 141 1
5042 862 130 8
5043 854 140 6
5044 853 144 3
5045 861 133 6
5046 871 125 4
5047 863 133 4
5048 863 130 7
5049 875 121 4
5050 853 136 11
5051 846 147 7
5052 847 146 7
5053 870 127 3
5054 868 131 1
5055 892 100 8
5056 884 110 6
5057 874 119 7
5058 861 132 7
5059 854 139 7
5060 840 156 4
5061 852 141 7
5062 855 138 7
5063 855 141 4
5064 859 137 4
5065 871 124 5
5066 875 119 6
5067 875 123 2
5068 869 127 4
5069 870 126 4
5070 884 114 2
5071 901 94 5
5072 913 86 1
5073 909 87 4
5074 910 87 3
5075 911 89 0
5076 911 85 4
5077 911 84 5
5078 903 95 2
5079 896 102 2
5080 895 100 5
5081 896 103 1
5082 904 93 3
5083 887 105 8
5084 866 132 2
5085 868 126 6
5086 860 134 6
5087 863 129 8
5088 854 137 9
5089 863 128 9
5090 855 142 3
5091 867 131 2
5092 871 125 4
5093 875 121 4
5094 874 122 4
5095 872 124 4
5096 876 121 3
5097 873 123 4
5098 875 118 7
5099 887 108 5
5100 878 119 3
5101 865 131 4
5102 884 110 6
5103 894 103 3
5104 905 92 3
5105 924 75 1
5106 917 80 3
5107 909 88 3
5108 909 89 2
5109 902 94 4
5110 898 100 2
5111 895 103 2
5112 887 109 4
5113 884 109 7
5114 874 120 6
5115 861 134 5
5116 848 148 4
5117 860 135 5
5118 844 152 4
5119 872 122 6
5120 849 141 10
5121 859 133 8
5122 848 141 11
5123 839 157 4
5124 819 172 9
5125 812 179 9
5126 813 181 6
5127 826 164 10
5128 818 173 9
5129 820 168 12
5130 824 165 11
5131 831 161 8
5132 819 172 9
5133 812 181 7
5134 822 167 11
5135 803 185 12
5136 763 220 17
5137 753 224 23
5138 764 219 17
5139 752 229 19
5140 739 242 19
5141 746 237 17
5142 748 234 18
5143 740 242 18
5144 747 232 21
5145 746 233 21
5146 730 250 20
5147 734 248 18
5148 765 211 24
5149 781 200 19
5150 789 204 7
5151 794 196 10
5152 787 207 6
5153 795 195 10
5154 796 184 20
5155 793 187 20
5156 789 203 8
5157 779 211 10
5158 764 227 9
5159 768 221 11
5160 773 216 11
5161 761 226 13
5162 777 206 17
5163 766 220 14
5164 777 216 7
5165 785 203 12
5166 793 187 20
5167 785 204 11
5168 803 184 13
5169 803 184 13
5170 811 176 13
5171 821 165 14
5172 810 180 10
5173 771 214 15
5174 755 230 15
5175 741 240 19
5176 755 226 19
5177 767 219 14
5178 751 239 10
5179 767 222 11
5180 772 213 15
5181 776 205 19
5182 779 205 16
5183 766 213 21
5184 734 250 16
5185 718 261 21
5186 713 266 21
5187 720 260 20
5188 739 240 21
5189 746 244 10
5190 757 225 18
5191 750 224 26
5192 750 227 23
5193 741 239 20
5194 758 233 9
5195 757 225 18
5196 776 206 18
5197 788 197 15
5198 788 199 13
5199 785 200 15
5200 806 184 10
5201 819 170 11
5202 822 163 15
5203 823 167 10
5204 832 160 8
5205 831 164 5
5206 845 149 6
5207 846 146 8
5208 848 145 7
5209 850 145 5
5210 839 155 6
5211 846 147 7
5212 865 130 5
5213 874 119 7
5214 877 116 7
5215 866 131 3
5216 868 129 3
5217 866 129 5
5218 867 130 3
5219 859 134 7
5220 863 134 3
5221 872 124 4
5222 868 128 4
5223 853 143 4
5224 856 135 9
5225 847 145 8
5226 849 143 8
5227 843 150 7
5228 856 130 14
5229 859 134 7
5230 865 125 10
5231 845 152 3
5232 848 146 6
5233 843 152 5
5234 848 145 7
5235 839 154 7
5236 837 156 7
5237 850 143 7
5238 871 124 5
5239 867 128 5
5240 856 141 3
5241 869 129 2
5242 883 113 4
5243 886 110 4
5244 888 108 4
5245 885 112 3
5246 905 89 6
5247 903 92 5
5248 888 108 4
5249 866 129 5
5250 870 125 5
5251 872 124 4
5252 853 141 6
5253 843 149 8
5254 843 152 5
5255 830 166 4
5256 811 184 5
5257 827 169 4
5258 849 145 6
5259 846 147 7
5260 854 140 6
5261 856 136 8
5262 842 150 8
5263 828 168 4
5264 835 160 5
5265 840 149 11
5266 830 163 7
5267 831 165 4
5268 835 153 12
5269 845 149 6
5270 835 161 4
5271 826 161 13
5272 819 173 8
5273 821 173 6
5274 831 161 8
5275 814 178 8
5276 799 187 14
5277 778 214 8
5278 770 218 12
5279 772 216 12
5280 756 228 16
5281 725 254 21
5282 719 260 21
5283 710 266 24
5284 737 246 17
5285 760 221 19
5286 766 216 18
5287 756 229 15
5288 759 228 13
5289 781 215 4
5290 782 205 13
5291 785 205 10
5292 792 196 12
5293 793 196 11
5294 791 200 9
5295 810 179 11
5296 795 191 14
5297 776 211 13
5298 760 227 13
5299 732 251 17
5300 750 222 28
5301 745 238 17
5302 756 231 13
5303 749 227 24
5304 756 228 16
5305 768 218 14
5306 780 209 11
5307 792 193 15
5308 784 209 7
5309 804 187 9
5310 816 165 19
5311 795 198 7
5312 801 190 9
5313 789 199 12
5314 804 182 14
5315 784 208 8
5316 775 211 14
5317 768 215 17
5318 796 190 14
5319 809 179 12
5320 795 190 15
5321 804 186 10
5322 809 180 11
5323 829 153 18
5324 846 146 8
5325 825 169 6
5326 826 168 6
5327 820 170 10
5328 801 186 13
5329 776 217 7
5330 766 221 13
5331 760 226 14
5332 783 209 8
5333 809 179 12
5334 806 186 8
5335 798 189 13
5336 795 193 12
5337 796 194 10
5338 771 216 13
5339 781 207 12
5340 802 187 11
5341 796 199 5
5342 780 207 13
5343 791 191 18
5344 788 203 9
5345 779 208 13
5346 789 199 12
5347 795 197 8
5348 790 196 14
5349 791 197 12
5350 804 188 8
5351 788 201 11
5352 792 194 14
5353 782 200 18
5354 787 199 14
5355 776 214 10
5356 771 214 15
5357 789 202 9
5358 800 193 7
5359 798 196 6
5360 791 193 16
5361 794 196 10
5362 809 182 9
5363 804 178 18
5364 780 207 13
5365 803 182 15
5366 805 185 10
5367 802 194 4
5368 810 175 15
5369 806 185 9
5370 791 199 10
5371 793 200 7
5372 813 176 11
5373 839 155 6
5374 829 165 6
5375 848 142 10
5376 846 148 6
5377 842 149 9
5378 829 165 6
5379 832 162 6
5380 824 167 9
5381 825 168 7
5382 827 166 7
5383 837 156 7
5384 839 156 5
5385 820 175 5
5386 819 174 7
5387 816 175 9
5388 807 185 8
5389 805 189 6
5390 829 162 9
5391 819 167 14
5392 813 176 11
5393 810 185 5
5394 809 184 7
5395 789 201 10
5396 792 197 11
5397 795 198 7
5398 820 172 8
5399 831 160 9
5400 823 168 9
5401 833 161 6
5402 814 175 11
5403 808 182 10
5404 782 210 8
5405 785 201 14
5406 801 190 9
5407 801 191 8
5408 794 191 15
5409 796 189 15
5410 803 184 13
5411 816 172 12
5412 813 174 13
5413 822 171 7
5414 833 160 7
5415 846 147 7
5416 843 153 4
5417 840 153 7
5418 827 166 7
5419 813 173 14
5420 800 187 13
5421 794 195 11
5422 810 171 19
5423 781 208 11
5424 791 202 7
5425 788 199 13
5426 793 191 16
5427 804 183 13
5428 817 172 11
5429 801 191 8
5430 794 203 3
5431 796 193 11
5432 788 200 12
5433 793 195 12
5434 800 185 15
5435 794 194 12
5436 786 205 9
5437 799 188 13
5438 826 169 5
5439 815 180 5
5440 810 182 8
5441 848 143 9
5442 833 159 8
5443 841 150 9
5444 844 148 8
5445 854 137 9
5446 856 135 9
5447 860 135 5
5448 863 135 2
5449 862 131 7
5450 853 140 7
5451 855 142 3
5452 862 136 2
5453 856 139 5
5454 869 123 8
5455 879 119 2
5456 862 134 4
5457 858 133 9
5458 866 126 8
5459 849 149 2
5460 854 143 3
5461 858 139 3
5462 861 137 2
5463 866 130 4
5464 860 132 8
5465 860 133 7
5466 869 126 5
5467 858 138 4
5468 862 137 1
5469 862 134 4
5470 857 136 7
5471 849 147 4
5472 832 161 7
5473 830 159 11
5474 806 190 4
5475 821 171 8
5476 815 178 7
5477 819 169 12
5478 823 167 10
5479 806 185 9
5480 788 204 8
5481 820 169 11
5482 818 178 4
5483 822 170 8
5484 821 173 6
5485 842 153 5
5486 844 151 5
5487 846 147 7
5488 851 146 3
5489 865 124 11
5490 856 138 6
5491 861 138 1
5492 869 126 5
5493 868 126 6
5494 863 129 8
5495 843 148 9
5496 855 135 10
5497 848 144 8
5498 844 148 8
5499 843 152 5
5500 854 135 11
5501 860 134 6
5502 845 150 5
5503 846 148 6
5504 870 127 3
5505 838 155 7
5506 846 148 6
5507 849 145 6
5508 843 154 3
5509 851 141 8
5510 841 154 5
5511 848 146 6
5512 859 135 6
5513 855 141 4
5514 864 130 6
5515 844 150 6
5516 854 144 2
5517 844 154 2
5518 831 163 6
5519 833 160 7
5520 822 169 9
5521 818 172 10
5522 827 161 12
5523 824 170 6
